"","Date","Holiday","WeekDay","Month","Day","Year","wind_dir_trig_to_degrees","surface_air_temperature","total_precipitation","surface_wind_speed","to_east","to_west","Daily.Mean.PM2.5.Concentration","Daily.Max.1.hour.NO2.Concentration","holidaybin","Jan1st","month","day","first_day","to_north","Violent","Property"
"450",2015-03-25,NA,4,NA,NA,NA,-26.7017354572791,275.621618906657,6.34505715542064e-06,5.48281226555506,0,1,17,42.7,0,0,3,25,0,0,28,80
"451",2015-03-26,NA,5,NA,NA,NA,15.4110092852985,284.873292287191,2.27230290571849e-05,8.29266742865244,1,0,15.05,40.5,0,0,3,26,0,0,34,68
"452",2015-03-27,NA,6,NA,NA,NA,158.721690956963,278.527736663818,9.63712806575738e-05,7.00403885046641,1,0,7.7,23.7,0,0,3,27,0,1,38,98
"453",2015-03-28,NA,7,NA,NA,NA,140.700719352097,272.300587972005,5.5099759871761e-06,9.40140297015508,1,0,5.7,8.9,0,0,3,28,0,1,38,77
"454",2015-03-29,NA,1,NA,NA,NA,118.417524227589,271.349104563395,3.64466382999964e-09,6.42557574311892,1,0,4.15,20.6,0,0,3,29,0,1,34,56
"455",2015-03-30,NA,2,NA,NA,NA,49.6568603347225,278.011833190918,4.80269739018257e-06,9.21571709712346,1,0,5.1,29.6,0,0,3,30,0,0,36,70
"456",2015-03-31,NA,3,NA,NA,NA,83.6228621888439,281.69482421875,9.30342052022569e-05,7.87429396311442,1,0,7,47,0,0,3,31,0,0,33,70
"457",2015-04-01,NA,4,NA,NA,NA,133.633649178217,277.609540303548,1.39494230568889e-08,6.57916730642319,1,0,5.45,42.5,0,0,4,1,1,1,35,77
"458",2015-04-02,NA,5,NA,NA,NA,-7.36780069684494,282.746382395426,6.5353828159575e-09,8.74771071473757,0,1,9.15,43.7,0,0,4,2,0,0,48,78
"459",2015-04-03,NA,6,NA,NA,NA,28.6685861340687,288.192924499512,0.000184789583871729,8.67352004845937,1,0,13.45,37.3,0,0,4,3,0,0,38,84
"460",2015-04-04,NA,7,NA,NA,NA,104.506157229253,283.814927419027,8.1180788981244e-05,11.4869215488434,1,0,3.5,12.9,0,0,4,4,0,1,36,64
"461",2015-04-05,"Western Easter",1,4,5,2015,70.859216973244,281.400051116943,1.12682394430199e-12,8.79755548636119,1,0,4.6,21.9,1,1,4,5,0,0,32,48
"462",2015-04-06,NA,2,NA,NA,NA,32.0555089410923,285.410348256429,2.42190899598793e-11,7.44784468412399,1,0,17.55,NA,0,0,4,6,0,0,30,86
"463",2015-04-07,NA,3,NA,NA,NA,24.2581590077625,289.478722890218,3.16682736342481e-05,6.12389454245567,1,0,13.8,35.9,0,0,4,7,0,0,23,70
"464",2015-04-08,NA,4,NA,NA,NA,-95.0363259460389,281.056109110514,8.18877791364988e-05,6.88835787773132,0,1,3.95,18.7,0,0,4,8,0,1,30,65
"465",2015-04-09,NA,5,NA,NA,NA,-82.3146930370112,277.766710917155,2.79834493994713e-05,5.05851514140765,0,1,7.85,18.4,0,0,4,9,0,0,19,81
"466",2015-04-10,NA,6,NA,NA,NA,-12.470374962095,281.661913553874,9.51821760584911e-05,6.49089978138606,0,1,15.05,32.4,0,0,4,10,0,0,27,59
"467",2015-04-11,NA,7,NA,NA,NA,125.341067116566,284.468742370605,5.55446009584762e-08,9.29298118750254,1,0,5.6,28.7,0,0,4,11,0,1,31,76
"468",2015-04-12,"Eastern Easter",1,4,12,2015,-18.079366500074,283.531419118245,6.4911548375245e-12,4.28207717339198,0,1,7.8,32.4,1,1,4,12,0,0,36,58
"469",2015-04-13,NA,2,NA,NA,NA,-10.3200903529417,286.21266301473,7.91275286978396e-08,8.07435037692388,0,1,8.45,37.5,0,0,4,13,0,0,25,74
"470",2015-04-14,NA,3,NA,NA,NA,-48.1419113756125,286.264827728271,0.000293582588862288,7.33325936396917,0,1,8.25,43.2,0,0,4,14,0,0,26,76
"471",2015-04-15,NA,4,NA,NA,NA,-58.8119965907853,285.082023620605,4.33401409802012e-05,5.92334006230036,0,1,6.1,51.5,0,0,4,15,0,0,38,83
"472",2015-04-16,NA,5,NA,NA,NA,-82.1196218355489,286.758043924967,2.39068345957546e-11,6.72446211179097,0,1,4.8,27.8,0,0,4,16,0,0,34,96
"473",2015-04-17,NA,6,NA,NA,NA,39.3741757498148,289.094309488932,6.67648527420776e-05,5.66435934106509,1,0,8.75,39.6,0,0,4,17,0,0,32,82
"474",2015-04-18,NA,7,NA,NA,NA,-24.5895361829448,291.47679901123,3.25476499023348e-07,4.05488038063049,0,1,12.15,31.6,0,0,4,18,0,0,57,62
"475",2015-04-19,NA,1,NA,NA,NA,-80.2517534870258,287.135959625244,1.78786875949759e-06,8.72114168604215,0,1,4.75,9.6,0,0,4,19,0,0,39,74
"476",2015-04-20,NA,2,NA,NA,NA,-22.5259844883085,288.879492441813,0.00035905900100867,10.360090414683,0,1,4.3,18.7,0,0,4,20,0,0,36,76
"477",2015-04-21,NA,3,NA,NA,NA,84.6768624223856,287.27019627889,8.82476743887158e-05,8.73110836744308,1,0,4.2,41.9,0,0,4,21,0,0,42,78
"478",2015-04-22,NA,4,NA,NA,NA,60.7592656492398,285.851517995199,3.59742462738011e-05,9.50872550408045,1,0,5.9,43.3,0,0,4,22,0,0,33,63
"479",2015-04-23,NA,5,NA,NA,NA,111.66473791769,279.891649881999,8.23969230623334e-07,8.75495328505834,1,0,4.9,18.7,0,0,4,23,0,1,37,92
"480",2015-04-24,NA,6,NA,NA,NA,132.396977456141,278.241141001383,1.8715050870433e-08,8.91863139470418,1,0,4.6,37.9,0,0,4,24,0,1,42,87
"481",2015-04-25,NA,7,NA,NA,NA,101.585663364669,279.539512634277,1.07232936544724e-08,4.57791331410408,1,0,7.2,43.6,0,0,4,25,0,1,69,91
"482",2015-04-26,NA,1,NA,NA,NA,53.5132645765275,281.752455393473,4.82779945759065e-06,5.17446245749791,1,0,4,37.7,0,0,4,26,0,0,25,63
"483",2015-04-27,NA,2,NA,NA,NA,22.7555953170929,282.64547475179,1.21307493354076e-06,6.45981425046921,1,0,4.35,41.7,0,0,4,27,0,0,113,296
"484",2015-04-28,NA,3,NA,NA,NA,144.472591941928,283.50404103597,5.95266556047136e-08,8.51878346999486,1,0,3.9,25.8,0,0,4,28,0,1,31,144
"485",2015-04-29,NA,4,NA,NA,NA,143.44122027265,288.410794576009,3.3040731632165e-09,5.09076401591301,1,0,6.8,46.3,0,0,4,29,0,1,36,58
"486",2015-04-30,NA,5,NA,NA,NA,-49.6470557519711,289.015818277995,2.52827577157018e-05,3.61846990634998,0,1,11.5,37.7,0,0,4,30,0,0,37,70
"487",2015-05-01,NA,6,NA,NA,NA,-115.336190796631,284.943514506022,3.72158635097245e-05,4.5969441011548,0,1,5.25,32.4,0,0,5,1,1,1,27,92
"488",2015-05-02,NA,7,NA,NA,NA,-7.18476773417106,288.054284413656,7.4187070519353e-06,3.45018176237742,0,1,7.1,27.4,0,0,5,2,0,0,30,53
"489",2015-05-03,NA,1,NA,NA,NA,114.580287972264,291.030410766602,1.08147954776724e-07,4.35901177922885,1,0,10.25,33.5,0,0,5,3,0,1,45,43
"490",2015-05-04,NA,2,NA,NA,NA,34.2575037187749,293.629224141439,3.41217626683369e-08,6.65955273310343,1,0,14.65,42.3,0,0,5,4,0,0,30,75
"491",2015-05-05,NA,3,NA,NA,NA,78.5291174734287,293.716949462891,1.80021050179372e-05,5.25731074810028,1,0,7.35,34.9,0,0,5,5,0,0,53,95
"492",2015-05-06,NA,4,NA,NA,NA,-24.9178091729934,293.315280914307,4.17882569460441e-05,4.42539965113004,0,1,14,33.7,0,0,5,6,0,0,30,90
"493",2015-05-07,NA,5,NA,NA,NA,-60.8692130364761,291.247231801351,1.9789363250311e-05,4.35785578687986,0,1,14.3,25.5,0,0,5,7,0,0,53,81
"494",2015-05-08,NA,6,NA,NA,NA,-14.4059599510661,293.176756540934,1.07454613880916e-06,4.92775103449821,0,1,14.45,35.6,0,0,5,8,0,0,46,69
"495",2015-05-09,NA,7,NA,NA,NA,-28.7132477274817,292.771254221598,3.75920412499139e-06,5.08440088232358,0,1,6.6,15.4,0,0,5,9,0,0,46,72
"496",2015-05-10,NA,1,NA,NA,NA,-8.0671204894484,294.272600809733,7.92965710161297e-06,5.67652838428815,0,1,12.55,10.6,0,0,5,10,0,0,69,71
"497",2015-05-11,NA,2,NA,NA,NA,-26.2509121407023,294.750709533691,1.60638301167637e-05,5.11818458636602,0,1,14.15,20.6,0,0,5,11,0,0,52,91
"498",2015-05-12,NA,3,NA,NA,NA,47.9708425608175,295.507162729899,1.50128477116596e-06,7.07287071148555,1,0,9.05,26.6,0,0,5,12,0,0,48,85
"499",2015-05-13,NA,4,NA,NA,NA,133.512116528679,288.656639099121,8.29333875647838e-08,9.02363512913386,1,0,3.75,8.1,0,0,5,13,0,1,31,85
"500",2015-05-14,NA,5,NA,NA,NA,44.0515003734362,285.989632924398,2.80311518304005e-09,5.26904528836409,1,0,6.05,22.8,0,0,5,14,0,0,40,90
"501",2015-05-15,NA,6,NA,NA,NA,0.917317280523317,289.053877512614,1.2466425048829e-07,6.37705900271734,1,0,7.5,26.3,0,0,5,15,0,0,60,105
"502",2015-05-16,NA,7,NA,NA,NA,19.5034862321571,293.23977915446,4.00627016385139e-05,5.59556150436401,1,0,11.85,17.7,0,0,5,16,0,0,42,85
"503",2015-05-17,NA,1,NA,NA,NA,75.4117034065178,294.689599355062,0.000174898693027596,4.18866793314616,1,0,11.1,40.4,0,0,5,17,0,0,30,68
"504",2015-05-18,NA,2,NA,NA,NA,30.0719214327762,297.38152440389,2.49070872087032e-05,3.60789809127649,1,0,14.1,32.8,0,0,5,18,0,0,43,75
"505",2015-05-19,NA,3,NA,NA,NA,24.1736825260109,295.445316314697,2.70884083874989e-05,4.65159305930138,1,0,11.8,24.6,0,0,5,19,0,0,50,88
"506",2015-05-20,NA,4,NA,NA,NA,141.954693510127,289.480665842692,2.47096433684627e-08,8.38782962163289,1,0,5.35,10.1,0,0,5,20,0,1,58,89
"507",2015-05-21,NA,5,NA,NA,NA,-48.7083382310065,284.987509409587,7.19886475884802e-05,3.62660018106302,0,1,6.75,24.5,0,0,5,21,0,0,40,84
"508",2015-05-22,NA,6,NA,NA,NA,114.019743884528,286.727334340413,1.10980257474843e-06,7.67476105690002,1,0,6.9,17.5,0,0,5,22,0,1,46,87
"509",2015-05-23,NA,7,NA,NA,NA,93.6209115496456,286.845470428467,6.1065807145269e-10,5.67594699064891,1,0,6.05,16.3,0,0,5,23,0,1,55,74
"510",2015-05-24,NA,1,NA,NA,NA,24.1288557478163,290.679286956787,3.75196933600668e-08,3.87019495169322,1,0,9.2,19.2,0,0,5,24,0,0,39,72
"511",2015-05-25,"Memorial Day",2,5,25,2015,10.9745403416357,294.200061798096,2.65382474489024e-07,7.40176186958949,1,0,11.6,15.4,1,1,5,25,0,0,54,73
"512",2015-05-26,NA,3,NA,NA,NA,14.8835119147213,294.140619913737,5.64097246691375e-07,6.06648416320483,1,0,11,15.7,0,0,5,26,0,0,52,110
"513",2015-05-27,NA,4,NA,NA,NA,12.5204113668296,296.289417266846,1.99138594325632e-05,6.56819268067678,1,0,10.5,31.6,0,0,5,27,0,0,36,110
"514",2015-05-28,NA,5,NA,NA,NA,54.2837054054088,296.829498291016,2.38806630174319e-05,3.60809979836146,1,0,13.3,19.6,0,0,5,28,0,0,37,113
"515",2015-05-29,NA,6,NA,NA,NA,-66.0245613773232,295.963344573975,1.70943272147876e-05,4.59831008811792,0,1,NA,17.6,0,0,5,29,0,0,49,106
"516",2015-05-30,NA,7,NA,NA,NA,1.90922663497068,296.244171142578,6.56005109552401e-06,6.74675023555756,1,0,7.95,6.1,0,0,5,30,0,0,38,98
"517",2015-05-31,NA,1,NA,NA,NA,7.93917724539237,296.659236907959,1.15215176871667e-05,6.27145614226659,1,0,10.5,7.9,0,0,5,31,0,0,50,79
"518",2015-06-01,NA,2,NA,NA,NA,13.8824375610999,296.259698232015,0.000130007974803448,4.50345347325007,1,0,9.25,18.7,0,0,6,1,1,0,45,93
"519",2015-06-02,NA,3,NA,NA,NA,-111.554941142826,288.559665679932,0.000439601329465707,5.9375871916612,0,1,2.8,11.2,0,0,6,2,0,1,54,103
"520",2015-06-03,NA,4,NA,NA,NA,-111.924086483774,287.116559346517,3.98966173330943e-05,4.99902286132177,0,1,4.35,13.9,0,0,6,3,0,1,32,83
"521",2015-06-04,NA,5,NA,NA,NA,-89.4101508102855,287.999927520752,6.74820815523465e-05,5.17858775456746,0,1,5.15,14.8,0,0,6,4,0,0,29,95
"522",2015-06-05,NA,6,NA,NA,NA,-121.274075461605,289.259741465251,0.000101379400196796,2.84949753930171,0,1,6.3,24.4,0,0,6,5,0,1,30,86
"523",2015-06-06,NA,7,NA,NA,NA,-27.7549695049985,293.81568145752,1.59288125966365e-05,5.55504104495049,0,1,8.9,13.4,0,0,6,6,0,0,54,110
"524",2015-06-07,NA,1,NA,NA,NA,-35.6610998013654,292.81986618042,2.26076816526681e-06,5.64086964726448,0,1,8.5,8.4,0,0,6,7,0,0,54,104
"525",2015-06-08,NA,2,NA,NA,NA,3.94826058678381,293.4922803243,1.21476662116038e-05,9.21867177883784,1,0,9.35,19.4,0,0,6,8,0,0,48,106
"526",2015-06-09,NA,3,NA,NA,NA,54.4337314131022,295.818483988444,5.7960693690499e-05,7.86911189556122,1,0,9.5,22.1,0,0,6,9,0,0,31,108
"527",2015-06-10,NA,4,NA,NA,NA,82.4449973643462,295.343908945719,4.40016118356349e-08,4.75881921499968,1,0,21.2,28.4,0,0,6,10,0,0,37,88
"528",2015-06-11,NA,5,NA,NA,NA,33.1656869042741,297.053558349609,4.08056735438459e-08,5.29022987683614,1,0,29.85,37.2,0,0,6,11,0,0,33,113
"529",2015-06-12,NA,6,NA,NA,NA,24.9269815388715,299.368700663249,9.63730886767896e-06,5.20549078782399,1,0,16.3,29.6,0,0,6,12,0,0,43,103
"530",2015-06-13,NA,7,NA,NA,NA,113.013083189667,297.937712351481,0.00011079871562932,5.04082055389881,1,0,15.05,13.9,0,0,6,13,0,1,47,95
"531",2015-06-14,NA,1,NA,NA,NA,21.9484544126987,299.157562255859,2.51962143617372e-05,1.81971602638563,1,0,15.35,18.2,0,0,6,14,0,0,52,69
"532",2015-06-15,NA,2,NA,NA,NA,70.0681079406702,298.359357198079,5.08225833376249e-05,5.14841201901436,1,0,7.05,23.3,0,0,6,15,0,0,42,99
"533",2015-06-16,NA,3,NA,NA,NA,88.9200577755959,299.076407114665,7.08391416992527e-06,6.74675794442495,1,0,7.65,22.6,0,0,6,16,0,0,39,81
"534",2015-06-17,NA,4,NA,NA,NA,20.6575216502563,296.667465209961,2.03153923680832e-06,4.70176782707373,1,0,10.9,17.7,0,0,6,17,0,0,44,105
"535",2015-06-18,NA,5,NA,NA,NA,24.9409569103463,296.833140055339,7.1905708561341e-05,4.90086903174718,1,0,11.25,19.3,0,0,6,18,0,0,26,88
"536",2015-06-19,"Juneteenth",6,6,19,2015,97.6896453795242,297.621929168701,8.65735567856518e-06,5.55017693837484,1,0,11.45,13.3,1,1,6,19,0,1,39,111
"537",2015-06-20,NA,7,NA,NA,NA,-66.8160985805604,297.731424967448,5.91836643479837e-05,3.6889695674181,0,1,12.9,17.7,0,0,6,20,0,0,53,75
"538",2015-06-21,NA,1,NA,NA,NA,58.1676493764719,298.407368977865,0.000167993828957454,9.23742938041687,1,0,8,9.5,0,0,6,21,0,0,48,89
"539",2015-06-22,NA,2,NA,NA,NA,110.998221519939,298.263615926107,0.0001791165673794,4.63396153847377,1,0,9.3,17.6,0,0,6,22,0,1,57,114
"540",2015-06-23,NA,3,NA,NA,NA,41.2579875487288,299.701777140299,3.16953114087859e-05,6.83283680677414,1,0,14.35,22.7,0,0,6,23,0,0,45,93
"541",2015-06-24,NA,4,NA,NA,NA,143.569109589863,295.472672780355,2.31938620575834e-06,5.1583396991094,1,0,6.1,30.7,0,0,6,24,0,1,29,102
"542",2015-06-25,NA,5,NA,NA,NA,-10.0756652796784,295.600485483805,0.000222076544110319,3.73694010078907,0,1,9.85,26.7,0,0,6,25,0,0,36,98
"543",2015-06-26,NA,6,NA,NA,NA,-125.967335778214,293.182117462158,0.000337027166096959,4.41356890400251,0,1,12.3,17.9,0,0,6,26,0,1,55,81
"544",2015-06-27,NA,7,NA,NA,NA,-56.3500403166421,293.216543833415,0.000341316377064989,9.29860665400823,0,1,4.7,9.5,0,0,6,27,0,0,41,77
"545",2015-06-28,NA,1,NA,NA,NA,50.6254280116918,293.869550069173,5.9253855094236e-05,7.21017372608185,1,0,2,6.4,0,0,6,28,0,0,55,93
"546",2015-06-29,NA,2,NA,NA,NA,80.8743898688368,292.506351470947,1.14463601856111e-07,5.51818856596947,1,0,5.6,24.5,0,0,6,29,0,0,59,96
"547",2015-06-30,NA,3,NA,NA,NA,-0.495069456652213,296.080830891927,2.7803789687771e-05,6.81806216637294,0,1,9.95,31,0,0,6,30,0,0,44,70
"548",2015-07-01,NA,4,NA,NA,NA,70.5677395244525,296.122127532959,1.36347237760977e-05,5.76442631085714,1,0,18.95,45.7,0,0,7,1,1,0,40,89
"549",2015-07-02,NA,5,NA,NA,NA,-99.9398634467667,295.286148071289,1.67078736315792e-05,3.03821983685096,0,1,21.15,38,0,0,7,2,0,1,63,97
"550",2015-07-03,NA,6,NA,NA,NA,-30.3206574059505,294.266911824544,2.23799825486518e-07,3.81075562040011,0,1,18.15,22.6,0,0,7,3,0,0,44,96
"551",2015-07-04,"4th of July",7,7,4,2015,-71.1470880291985,294.310422261556,0.000105531139221663,4.66427836815516,0,1,17.05,13.6,1,1,7,4,0,0,47,85
"552",2015-07-05,NA,1,NA,NA,NA,-15.6096430562842,294.611017862956,9.2972903909296e-06,2.64555963625511,0,1,16.05,12.7,0,0,7,5,0,0,49,79
"553",2015-07-06,NA,2,NA,NA,NA,-37.5210254841135,297.078800201416,8.63427982646196e-05,5.24648304780324,0,1,9.55,20.2,0,0,7,6,0,0,36,87
"554",2015-07-07,NA,3,NA,NA,NA,31.876826396551,298.088784535726,2.5326002595231e-05,5.10054441293081,1,0,16.65,17.9,0,0,7,7,0,0,46,104
"555",2015-07-08,NA,4,NA,NA,NA,54.14189227411,298.270173390706,1.89235804223623e-05,5.45656996965408,1,0,15.4,21.9,0,0,7,8,0,0,36,100
"556",2015-07-09,NA,5,NA,NA,NA,95.3306190389217,298.160106658936,3.00779407022371e-05,4.95745304226875,1,0,8.9,13.4,0,0,7,9,0,1,45,91
"557",2015-07-10,NA,6,NA,NA,NA,127.735634539219,296.071650187174,5.89348172583496e-06,6.37569307287534,1,0,8.9,12.1,0,0,7,10,0,1,39,93
"558",2015-07-11,NA,7,NA,NA,NA,-58.218957352727,296.699794769287,1.5625008805534e-05,3.61822077135245,0,1,12.9,25.6,0,0,7,11,0,0,51,87
"559",2015-07-12,NA,1,NA,NA,NA,-33.426038764027,297.180557250977,3.97603868297451e-08,2.2460346420606,0,1,15.45,17.6,0,0,7,12,0,0,61,78
"560",2015-07-13,NA,2,NA,NA,NA,-21.9251496348138,295.670113881429,9.64154869886139e-05,4.82221035162608,0,1,16.05,31.2,0,0,7,13,0,0,43,103
"561",2015-07-14,NA,3,NA,NA,NA,-6.32596061639619,297.084864298503,3.64928807054336e-05,4.35676623880863,0,1,9.8,20.1,0,0,7,14,0,0,36,112
"562",2015-07-15,NA,4,NA,NA,NA,89.5759039373549,297.029914855957,8.31109161178271e-05,4.73144015173117,1,0,5.8,13.4,0,0,7,15,0,0,42,95
"563",2015-07-16,NA,5,NA,NA,NA,-39.9656081403292,292.745770772298,1.04965504894976e-07,5.07357613245646,0,1,6.5,28,0,0,7,16,0,0,30,102
"564",2015-07-17,NA,6,NA,NA,NA,-11.0540066361725,295.247604370117,6.76363193482151e-06,5.86082873741786,0,1,8.45,22,0,0,7,17,0,0,41,79
"565",2015-07-18,NA,7,NA,NA,NA,13.0755225983338,297.245301564534,3.85576471065482e-05,5.30644583702087,1,0,9.8,15,0,0,7,18,0,0,49,85
"566",2015-07-19,NA,1,NA,NA,NA,54.1592933514404,300.334206899007,3.78342920623086e-06,3.87565766274929,1,0,15.8,12,0,0,7,19,0,0,41,91
"567",2015-07-20,NA,2,NA,NA,NA,91.9902966529552,301.364261627197,9.03049556200131e-06,4.84491211175919,1,0,11,17.3,0,0,7,20,0,1,45,111
"568",2015-07-21,NA,3,NA,NA,NA,31.0927191412863,300.575627644857,2.17189068460281e-05,2.84543765087922,1,0,12.1,24.2,0,0,7,21,0,0,37,91
"569",2015-07-22,NA,4,NA,NA,NA,133.974034860132,296.314210255941,1.77464676195023e-08,5.97062439719836,1,0,8.7,10.3,0,0,7,22,0,1,41,89
"570",2015-07-23,NA,5,NA,NA,NA,154.852985531092,295.314591725667,2.08114411663109e-10,4.42755526304245,1,0,7.7,NA,0,0,7,23,0,1,47,97
"571",2015-07-24,NA,6,NA,NA,NA,147.526626155553,296.377173105876,4.9337175908413e-10,3.90277892351151,1,0,8.75,NA,0,0,7,24,0,1,47,96
"572",2015-07-25,NA,7,NA,NA,NA,-15.6421876119541,297.885552724202,1.9370021456302e-09,2.39900851249695,0,1,13.7,NA,0,0,7,25,0,0,51,100
"573",2015-07-26,NA,1,NA,NA,NA,11.9137808400966,297.815855662028,8.22047456202254e-06,5.55091284712156,1,0,10.6,NA,0,0,7,26,0,0,52,109
"574",2015-07-27,NA,2,NA,NA,NA,-24.8973853704221,297.929005940755,2.13927705772221e-05,3.65552685161432,0,1,13.15,NA,0,0,7,27,0,0,47,109
"575",2015-07-28,NA,3,NA,NA,NA,-81.904691147261,299.026784261068,4.32283210708799e-06,2.36360741655032,0,1,16.95,NA,0,0,7,28,0,0,37,106
"576",2015-07-29,NA,4,NA,NA,NA,24.0598191541226,299.183005015055,2.90441196827418e-05,3.7941347360611,1,0,13.4,NA,0,0,7,29,0,0,40,82
"577",2015-07-30,NA,5,NA,NA,NA,42.7220164061982,299.146076202393,2.96770153909165e-05,5.30208879709244,1,0,12.7,23,0,0,7,30,0,0,30,89
"578",2015-07-31,NA,6,NA,NA,NA,126.029913043043,299.021242777507,5.71070360848945e-12,4.80954866607984,1,0,12.15,27.9,0,0,7,31,0,1,35,98
"579",2015-08-01,NA,7,NA,NA,NA,85.0252578651787,298.930248260498,5.42253577003512e-07,5.10077848037084,1,0,10.25,20.9,0,0,8,1,1,0,51,97
"580",2015-08-02,NA,1,NA,NA,NA,109.427179887292,298.217342376709,2.24407130609376e-11,4.23666214446227,1,0,9.15,23.9,0,0,8,2,0,1,51,101
"581",2015-08-03,NA,2,NA,NA,NA,36.4109763380827,298.402984619141,1.95827264589297e-09,6.25080934166908,1,0,10.35,27,0,0,8,3,0,0,37,95
"582",2015-08-04,NA,3,NA,NA,NA,75.4228409971694,299.319091796875,3.83772543758691e-06,5.74706528584162,1,0,10.65,27.4,0,0,8,4,0,0,23,112
"583",2015-08-05,NA,4,NA,NA,NA,25.4048761247565,298.21174621582,2.04218168486174e-07,5.14053311944008,1,0,11.95,28.5,0,0,8,5,0,0,29,96
"584",2015-08-06,NA,5,NA,NA,NA,-39.9957269214045,295.322803497314,6.78833224227128e-05,4.25285119811694,0,1,8.7,30.2,0,0,8,6,0,0,37,96
"585",2015-08-07,NA,6,NA,NA,NA,-124.014260182475,294.612665812174,8.17133994838552e-06,5.15509118636449,0,1,8.85,18.6,0,0,8,7,0,1,45,103
"586",2015-08-08,NA,7,NA,NA,NA,-84.7734801648506,296.411940256755,1.71920457129697e-08,2.9984773149093,0,1,6.3,15.1,0,0,8,8,0,0,49,97
"587",2015-08-09,NA,1,NA,NA,NA,23.3081682131626,297.198375701904,5.06432598967876e-07,3.02911394337813,1,0,7.7,12,0,0,8,9,0,0,52,84
"588",2015-08-10,NA,2,NA,NA,NA,-20.3475385292982,295.548533121745,6.76343527932962e-05,7.1514634291331,0,1,6.95,15.7,0,0,8,10,0,0,47,98
"589",2015-08-11,NA,3,NA,NA,NA,45.6486738140656,297.045035044352,6.81116944178939e-05,6.22053068876266,1,0,7.3,33.6,0,0,8,11,0,0,32,79
"590",2015-08-12,NA,4,NA,NA,NA,142.893541418377,296.704394022624,3.99049364811314e-07,5.9185431599617,1,0,5.8,19,0,0,8,12,0,1,32,76
"591",2015-08-13,NA,5,NA,NA,NA,149.762420489214,295.457992553711,6.84865579525518e-09,4.24371392528216,1,0,5.75,34.4,0,0,8,13,0,1,54,78
"592",2015-08-14,NA,6,NA,NA,NA,25.9874587170587,297.43061319987,5.15930103815124e-11,1.77150309085846,1,0,10.6,30.7,0,0,8,14,0,0,43,101
"593",2015-08-15,NA,7,NA,NA,NA,24.1161210658291,298.114046732585,2.99087155686596e-19,4.36764297882716,1,0,9.9,17.7,0,0,8,15,0,0,37,99
"594",2015-08-16,NA,1,NA,NA,NA,38.4504372103913,299.192025502523,1.12449851891084e-15,3.660787170132,1,0,11.5,21.4,0,0,8,16,0,0,43,69
"595",2015-08-17,NA,2,NA,NA,NA,27.1313518625582,299.989925384521,4.24321889438481e-10,4.28279068072637,1,0,13.05,NA,0,0,8,17,0,0,32,101
"596",2015-08-18,NA,3,NA,NA,NA,-11.9145923827807,299.395436604818,5.96299041512316e-07,5.45068659385045,0,1,14.3,NA,0,0,8,18,0,0,35,105
"597",2015-08-19,NA,4,NA,NA,NA,-15.4591119622416,299.224892934163,3.84567732301851e-05,6.33781164884567,0,1,10,NA,0,0,8,19,0,0,43,91
"598",2015-08-20,NA,5,NA,NA,NA,-24.6867531386287,298.536526997884,7.42255651857704e-05,6.38341920574506,0,1,7,NA,0,0,8,20,0,0,42,90
"599",2015-08-21,NA,6,NA,NA,NA,138.425692703448,296.446806589762,7.45392909968241e-06,5.13537581761678,1,0,6.35,NA,0,0,8,21,0,1,30,112
"600",2015-08-22,NA,7,NA,NA,NA,-53.5270056621917,295.326321919759,1.6268236757778e-14,5.10073607166608,0,1,6.65,NA,0,0,8,22,0,0,47,104
"601",2015-08-23,NA,1,NA,NA,NA,-93.519132880073,295.097693125407,1.53031608838814e-12,3.0070735613505,0,1,10.1,NA,0,0,8,23,0,1,36,101
"602",2015-08-24,NA,2,NA,NA,NA,-8.39839221142624,297.420394897461,1.83422959941082e-06,4.39392864704132,0,1,11.25,NA,0,0,8,24,0,0,32,98
"603",2015-08-25,NA,3,NA,NA,NA,99.0194047814263,296.191301981608,8.57384414606107e-06,4.51128760973612,1,0,8.65,NA,0,0,8,25,0,1,31,110
"604",2015-08-26,NA,4,NA,NA,NA,139.666952157812,294.098022460938,2.76941935876962e-09,4.69692724943161,1,0,9.55,NA,0,0,8,26,0,1,34,110
"605",2015-08-27,NA,5,NA,NA,NA,141.602330291325,293.674802144368,5.71732883258846e-10,4.43770279486974,1,0,8.6,NA,0,0,8,27,0,1,45,103
"606",2015-08-28,NA,6,NA,NA,NA,-60.0817700919376,294.638273874919,1.48855328063746e-09,2.53720048566659,0,1,9.4,NA,0,0,8,28,0,0,27,101
"607",2015-08-29,NA,7,NA,NA,NA,2.55388960150469,296.65488688151,2.96465731362365e-09,4.9482500354449,1,0,11.15,NA,0,0,8,29,0,0,39,97
"608",2015-08-30,NA,1,NA,NA,NA,27.4819345834941,297.489226023356,3.71896653916792e-07,4.43427842855453,1,0,12.2,NA,0,0,8,30,0,0,36,81
"609",2015-08-31,NA,2,NA,NA,NA,74.7745695630073,298.86579767863,1.33559061469649e-05,3.59123908480008,1,0,15,NA,0,0,8,31,0,0,36,108
"610",2015-09-01,NA,3,NA,NA,NA,68.1452713503273,299.740299224854,2.94164548044393e-11,4.01983435451984,1,0,18.4,NA,0,0,9,1,1,0,40,108
