"","Date","Holiday","WeekDay","Month","Day","Year","wind_dir_trig_to_degrees","surface_air_temperature","total_precipitation","surface_wind_speed","to_east","to_west","Daily.Mean.PM2.5.Concentration","Daily.Max.1.hour.NO2.Concentration","holidaybin","Jan1st","month","day","first_day","to_north","Violent","Property"
"1",2014-01-01,"New Year's Day",4,1,1,2014,46.3616948480798,272.229446411133,1.25110118561385e-09,4.3340103328228,1,0,12.4,30.5,1,1,1,1,1,0,52,78
"2",2014-01-02,NA,5,NA,NA,NA,-84.4468789495409,272.735927581787,4.69933887938071e-05,4.55511506398519,0,1,20.9,34.1,0,0,1,2,0,0,32,72
"3",2014-01-03,NA,6,NA,NA,NA,101.144479058876,265.202068328857,8.44215593502895e-05,11.3421996831894,1,0,8.2,24.6,0,0,1,3,0,1,31,38
"4",2014-01-04,NA,7,NA,NA,NA,34.5231742636235,265.782932281494,1.11165213091191e-10,5.28454163173835,1,0,16.3,46.4,0,0,1,4,0,0,38,72
"5",2014-01-05,NA,1,NA,NA,NA,-4.70841395511948,271.286268870036,7.85719298731872e-05,6.09457289179166,0,1,21.5,41.2,0,0,1,5,0,0,34,59
"6",2014-01-06,NA,2,NA,NA,NA,59.6663781910945,275.251862843831,0.000122411965368959,11.0502653121948,1,0,8.8,29,0,0,1,6,0,0,29,81
"7",2014-01-07,NA,3,NA,NA,NA,107.549400095554,257.690249125163,1.01208901999901e-07,11.7165789008141,1,0,5.55,18.2,0,0,1,7,0,1,18,66
"8",2014-01-08,NA,4,NA,NA,NA,76.1760735404147,262.93168258667,4.90106338262612e-11,4.08789694309235,1,0,10.15,38.3,0,0,1,8,0,0,37,72
"9",2014-01-09,NA,5,NA,NA,NA,-44.7794748440022,269.750233968099,1.81384269337554e-06,3.68115466833115,0,1,19.95,38.2,0,0,1,9,0,0,34,85
"10",2014-01-10,NA,6,NA,NA,NA,-57.0572264086137,271.701002756755,3.58272650210638e-05,4.40005082885424,0,1,22.1,32.7,0,0,1,10,0,0,40,90
"11",2014-01-11,NA,7,NA,NA,NA,-0.222057203510185,278.002248128255,0.000408306174601118,8.53343252340952,0,1,9.6,32.8,0,0,1,11,0,0,36,65
"12",2014-01-12,NA,1,NA,NA,NA,107.923724917054,277.363152821859,6.64504947659831e-07,9.21436887979507,1,0,9.1,33.2,0,0,1,12,0,1,49,49
"13",2014-01-13,NA,2,NA,NA,NA,16.0759466345073,276.971204121908,5.62651338038766e-07,5.90849101543427,1,0,16,37,0,0,1,13,0,0,42,76
"14",2014-01-14,NA,3,NA,NA,NA,52.9192152557051,279.691994984945,0.00011170600926802,7.46657259265582,1,0,8.3,39,0,0,1,14,0,0,29,96
"15",2014-01-15,NA,4,NA,NA,NA,64.2893643031298,276.262145996094,2.83875539726826e-06,4.76041380564372,1,0,11.9,30.3,0,0,1,15,0,0,36,85
"16",2014-01-16,NA,5,NA,NA,NA,127.169334414616,272.849057515462,1.59068372305171e-05,5.81659678618113,1,0,12.1,36.4,0,0,1,16,0,1,28,98
"17",2014-01-17,NA,6,NA,NA,NA,1.58681407617095,273.539813995361,2.01839020589715e-07,4.48843356470267,1,0,16.15,31.6,0,0,1,17,0,0,27,100
"18",2014-01-18,NA,7,NA,NA,NA,66.8710787854779,270.600691477458,1.00591710558244e-05,9.16027694940567,1,0,8.75,26.9,0,0,1,18,0,0,26,68
"19",2014-01-19,NA,1,NA,NA,NA,64.8537252415356,270.070331573486,5.05843104958714e-07,6.53134074807167,1,0,8.95,22.8,0,0,1,19,0,0,34,71
"20",2014-01-20,"Martin Luther King, Jr. Day",2,1,20,2014,72.8849705176518,275.431869506836,3.91690450814626e-08,8.35109925270081,1,0,7.35,28.9,1,1,1,20,0,0,34,89
"21",2014-01-21,NA,3,NA,NA,NA,-85.7969452775925,270.18705368042,0.0001929588212685,8.49801417191823,0,1,8.65,24.7,0,0,1,21,0,0,15,55
"22",2014-01-22,NA,4,NA,NA,NA,95.9822411368183,260.202601114909,1.44933305761795e-05,10.9242096741994,1,0,7,28.1,0,0,1,22,0,1,28,68
"23",2014-01-23,NA,5,NA,NA,NA,95.5528899405991,262.661996205648,2.13240392247608e-06,6.22946801781654,1,0,13.15,37,0,0,1,23,0,1,25,70
"24",2014-01-24,NA,6,NA,NA,NA,94.3092639936727,261.20204671224,6.80257949229694e-08,7.80058540900548,1,0,11.75,29.2,0,0,1,24,0,1,23,74
"25",2014-01-25,NA,7,NA,NA,NA,18.3789541119933,265.8738377889,2.64499325274997e-05,9.96454864740372,1,0,9.7,33.1,0,0,1,25,0,0,33,75
"26",2014-01-26,NA,1,NA,NA,NA,71.6809466522814,267.369042714437,3.22466701163648e-06,7.87325328588486,1,0,7.5,36.9,0,0,1,26,0,0,26,76
"27",2014-01-27,NA,2,NA,NA,NA,66.8552699176774,271.54300181071,7.12134339645824e-08,10.3677569230398,1,0,9.2,37.1,0,0,1,27,0,0,34,80
"28",2014-01-28,NA,3,NA,NA,NA,138.864996671421,261.828534444173,1.21554434784343e-06,6.68574137985706,1,0,9.75,15.4,0,0,1,28,0,1,32,56
"29",2014-01-29,NA,4,NA,NA,NA,127.700996527822,261.923011779785,2.16209764926149e-05,6.04196880261103,1,0,12.4,NA,0,0,1,29,0,1,28,66
"30",2014-01-30,NA,5,NA,NA,NA,54.1640001973642,264.433399200439,0,4.50231421738863,1,0,15.25,NA,0,0,1,30,0,0,41,87
"31",2014-01-31,NA,6,NA,NA,NA,40.9358869104106,270.246246337891,3.02267328369146e-08,4.48561856895685,1,0,26.5,NA,0,0,1,31,0,0,46,76
"32",2014-02-01,NA,7,NA,NA,NA,-22.7578430024364,274.862758636475,2.46426258406574e-10,4.58490168551604,0,1,28,50.2,0,0,2,1,1,0,27,87
"33",2014-02-02,NA,1,NA,NA,NA,59.3383773429913,276.722534179688,5.02929850654255e-07,4.55323416988055,1,0,31.65,53.9,0,0,2,2,0,0,46,55
"34",2014-02-03,NA,2,NA,NA,NA,-80.1737875717316,274.34953435262,0.000412595146523624,8.23068416118622,0,1,12.2,NA,0,0,2,3,0,0,41,54
"35",2014-02-04,NA,3,NA,NA,NA,-136.522235245032,268.704582214355,1.45325962913641e-09,5.23006655772527,0,1,17,NA,0,0,2,4,0,1,28,74
"36",2014-02-05,NA,4,NA,NA,NA,-35.6847207445682,271.808925628662,0.000256044564498126,5.60352762540181,0,1,8.3,NA,0,0,2,5,0,0,21,75
"37",2014-02-06,NA,5,NA,NA,NA,142.894261227207,268.694754282633,1.94104245565541e-07,8.02238264679909,1,0,9.65,40.8,0,0,2,6,0,1,25,63
"38",2014-02-07,NA,6,NA,NA,NA,114.856641294645,269.526499430339,2.21910833412646e-08,4.72311367591222,1,0,16,NA,0,0,2,7,0,1,31,82
"39",2014-02-08,NA,7,NA,NA,NA,35.8055924058382,266.549121856689,6.7369396554671e-06,4.16274309158325,1,0,17.3,NA,0,0,2,8,0,0,35,70
"40",2014-02-09,NA,1,NA,NA,NA,-24.0545964607773,267.591320037842,4.00860044464935e-05,3.5445944716533,0,1,28.95,NA,0,0,2,9,0,0,27,48
"41",2014-02-10,NA,2,NA,NA,NA,139.359446921784,267.050055185954,3.48468878049365e-06,6.87562040487925,1,0,21.8,NA,0,0,2,10,0,1,25,68
"42",2014-02-11,NA,3,NA,NA,NA,157.410300738241,263.953276316325,1.60149625116901e-07,6.17753719290098,1,0,23.3,NA,0,0,2,11,0,1,31,69
"43",2014-02-12,NA,4,NA,NA,NA,-127.549126557923,262.420111338298,5.97324710064721e-08,5.93294989069303,0,1,16.6,NA,0,0,2,12,0,1,21,76
"44",2014-02-13,NA,5,NA,NA,NA,-124.386526191801,268.837969462077,0.000370627890030543,10.8574774265289,0,1,5.4,23.3,0,0,2,13,0,1,19,22
"45",2014-02-14,"Valentine’s Day",6,2,14,2014,101.810838675519,272.863505045573,4.08905942966589e-05,10.2620540261269,1,0,16.5,61.6,1,1,2,14,0,1,21,44
"46",2014-02-15,NA,7,NA,NA,NA,-26.1174396534949,272.119700113932,0.00010593649974074,9.19210995237033,0,1,19.9,51.2,0,0,2,15,0,0,37,56
"47",2014-02-16,NA,1,NA,NA,NA,123.008782912566,267.462153116862,6.83042311777626e-06,6.96178114414215,1,0,15.7,15.6,0,0,2,16,0,1,17,59
"48",2014-02-17,"Washington's Birthday",2,2,17,2014,77.8709931118435,266.033181508382,7.22949278557424e-07,6.0379009693861,1,0,15.4,30.7,1,1,2,17,0,0,21,67
"49",2014-02-18,NA,3,NA,NA,NA,17.537307442764,271.334227244059,3.85983982998569e-05,7.97189633051554,1,0,16.6,60.1,0,0,2,18,0,0,30,54
"50",2014-02-19,NA,4,NA,NA,NA,17.2807904607732,276.234531402588,0.000129417562680719,7.52277465661367,1,0,24.7,51.5,0,0,2,19,0,0,31,57
"51",2014-02-20,NA,5,NA,NA,NA,55.9943956960241,277.063678741455,3.22594288434167e-08,6.60981439054012,1,0,16.8,57.8,0,0,2,20,0,0,32,71
"52",2014-02-21,NA,6,NA,NA,NA,11.7563668769601,278.895923614502,0.000141319885680335,7.76509666442871,1,0,18.15,45.4,0,0,2,21,0,0,43,87
"53",2014-02-22,NA,7,NA,NA,NA,70.4256346708674,279.700314839681,7.7756231104512e-13,8.05535771449407,1,0,7.95,44.1,0,0,2,22,0,0,35,72
"54",2014-02-23,NA,1,NA,NA,NA,61.5531723902302,280.011105855306,1.43582021895733e-06,5.7648415317138,1,0,6.3,35.5,0,0,2,23,0,0,29,51
"55",2014-02-24,NA,2,NA,NA,NA,127.73112662314,273.495379130046,8.77958879699492e-05,9.09643389781316,1,0,7.2,18.4,0,0,2,24,0,1,33,61
"56",2014-02-25,NA,3,NA,NA,NA,109.269160492296,271.03583017985,2.18104390257897e-05,5.4881477355957,1,0,7.75,30.2,0,0,2,25,0,1,43,67
"57",2014-02-26,NA,4,NA,NA,NA,109.404397085867,269.808876037598,3.35191282374581e-05,6.23341558873653,1,0,11.8,31.8,0,0,2,26,0,1,40,52
"58",2014-02-27,NA,5,NA,NA,NA,11.5194768419196,267.885195414225,2.40007194673022e-07,8.45436986287435,1,0,12.15,42.6,0,0,2,27,0,0,31,57
"59",2014-02-28,NA,6,NA,NA,NA,88.6412455598463,262.950485229492,1.053199631213e-08,4.99117371191581,1,0,8.85,32.4,0,0,2,28,0,0,34,83
"60",2014-03-01,NA,7,NA,NA,NA,-23.4018001652916,269.054869333903,3.54630451028237e-11,5.25583867232005,0,1,13.4,44.2,0,0,3,1,1,0,44,71
"61",2014-03-02,NA,1,NA,NA,NA,20.5202045655222,274.444681803385,0.00011374105946986,5.11578498284022,1,0,27.75,47.9,0,0,3,2,0,0,45,37
"62",2014-03-03,NA,2,NA,NA,NA,100.804569099487,267.565180460612,0.000173819762172419,8.47434018055598,1,0,10.1,31.9,0,0,3,3,0,1,20,33
"63",2014-03-04,NA,3,NA,NA,NA,-45.4637091525931,264.57479095459,4.93009651838465e-13,4.38645645231009,0,1,16.45,48.8,0,0,3,4,0,0,39,54
"64",2014-03-05,NA,4,NA,NA,NA,56.565942378449,270.412432352702,3.11788680045762e-10,3.54050644487143,1,0,23,51.8,0,0,3,5,0,0,28,68
"65",2014-03-06,NA,5,NA,NA,NA,-130.411716249138,268.321422576904,1.31100529506452e-09,7.07501542568207,0,1,12.05,28.6,0,0,3,6,0,1,35,64
"66",2014-03-07,NA,6,NA,NA,NA,-125.322303033563,271.272715250651,7.58683717701677e-10,5.96821022033691,0,1,11.3,NA,0,0,3,7,0,1,33,72
"67",2014-03-08,NA,7,NA,NA,NA,60.2557876380992,278.419253031413,5.92477028360535e-11,6.00480206807454,1,0,18.8,NA,0,0,3,8,0,0,34,67
"68",2014-03-09,NA,1,NA,NA,NA,144.383581086294,276.578053792318,2.24733586998113e-05,7.42918461561203,1,0,17.15,NA,0,0,3,9,0,1,31,47
"69",2014-03-10,NA,2,NA,NA,NA,57.7912314309164,278.41659673055,1.47200334835443e-07,6.14426430066427,1,0,7.85,NA,0,0,3,10,0,0,43,82
"70",2014-03-11,NA,3,NA,NA,NA,76.3757041299359,285.137222290039,5.58203679179123e-11,7.05570376912753,1,0,16.9,NA,0,0,3,11,0,0,37,68
"71",2014-03-12,NA,4,NA,NA,NA,-10.8659425112261,283.311894734701,8.18308231668359e-05,8.14981939395269,0,1,17.4,NA,0,0,3,12,0,0,34,52
"72",2014-03-13,NA,5,NA,NA,NA,131.646554753798,268.695793151855,1.53864230393689e-07,15.0492358207703,1,0,10.5,NA,0,0,3,13,0,1,30,66
"73",2014-03-14,NA,6,NA,NA,NA,48.9174040351127,273.645729064941,9.85087646039664e-10,8.11492456992467,1,0,8.15,NA,0,0,3,14,0,0,58,84
"74",2014-03-15,NA,7,NA,NA,NA,67.8643291116154,281.330406188965,2.5905808849538e-06,10.4875959157944,1,0,6.75,43.5,0,0,3,15,0,0,47,99
"75",2014-03-16,NA,1,NA,NA,NA,-13.9910715318105,274.753094991048,1.01925256582961e-05,7.24019742012024,0,1,6.65,13.2,0,0,3,16,0,0,31,50
"76",2014-03-17,NA,2,NA,NA,NA,-130.230024229147,269.810628255208,0.000122042760873834,6.16295394301414,0,1,9,31.3,0,0,3,17,0,1,30,47
"77",2014-03-18,NA,3,NA,NA,NA,-95.1849890676687,272.778212229411,2.35578673605611e-07,4.79419010877609,0,1,11.2,35.5,0,0,3,18,0,1,38,65
"78",2014-03-19,NA,4,NA,NA,NA,-57.8442412788234,274.707160949707,1.58251249449866e-05,6.05140731732051,0,1,8.5,NA,0,0,3,19,0,0,29,58
"79",2014-03-20,NA,5,NA,NA,NA,88.0592555085501,277.951263427734,3.51667263961038e-06,8.67796049515406,1,0,11.3,NA,0,0,3,20,0,0,38,58
"80",2014-03-21,NA,6,NA,NA,NA,115.738295918604,278.187589009603,1.33449551242837e-07,6.49911457300186,1,0,12.5,47,0,0,3,21,0,1,38,66
"81",2014-03-22,NA,7,NA,NA,NA,30.2877556995929,281.871233622233,5.86455806970051e-07,7.27913452188174,1,0,18.1,40.1,0,0,3,22,0,0,37,78
"82",2014-03-23,NA,1,NA,NA,NA,157.937022768258,276.664263407389,8.41082220056263e-07,7.37536692619324,1,0,10.25,10.3,0,0,3,23,0,1,35,67
"83",2014-03-24,NA,2,NA,NA,NA,146.277738273845,270.569063822428,2.71545867273441e-08,6.52524442474047,1,0,6.8,41.7,0,0,3,24,0,1,51,73
"84",2014-03-25,NA,3,NA,NA,NA,-72.5430082435912,272.160769144694,7.01708052665377e-05,4.48601161440213,0,1,15.75,44,0,0,3,25,0,0,36,81
"85",2014-03-26,NA,4,NA,NA,NA,101.726416601416,270.771377563477,3.8075838141675e-06,10.291882733504,1,0,11,20.1,0,0,3,26,0,1,31,66
"86",2014-03-27,NA,5,NA,NA,NA,58.1298877108775,271.665200551351,6.58957573183547e-11,5.88020013769468,1,0,13.1,45.3,0,0,3,27,0,0,52,79
"87",2014-03-28,NA,6,NA,NA,NA,9.45827478896658,280.230739593506,1.83710483697327e-05,10.3951623439789,1,0,10,47.4,0,0,3,28,0,0,38,79
"88",2014-03-29,NA,7,NA,NA,NA,-77.2315239115503,282.685612996419,0.000120033267497395,7.69261835018794,0,1,8.7,38.5,0,0,3,29,0,0,28,58
"89",2014-03-30,NA,1,NA,NA,NA,109.965655439198,277.637921651204,0.000748739344999194,11.4725107351939,1,0,4,24.8,0,0,3,30,0,1,29,60
"90",2014-03-31,NA,2,NA,NA,NA,160.169513148984,278.925543467204,1.66374588322198e-05,12.4122066100438,1,0,6.5,34.8,0,0,3,31,0,1,48,83
"91",2014-04-01,NA,3,NA,NA,NA,-85.039294889811,280.567710876465,1.23002907350037e-10,5.97802437345187,0,1,7.6,38.6,0,0,4,1,1,0,40,80
"92",2014-04-02,NA,4,NA,NA,NA,69.1058993625909,282.250239054362,8.65181270455947e-06,4.37086813648542,1,0,13.5,53.5,0,0,4,2,0,0,32,82
"93",2014-04-03,NA,5,NA,NA,NA,-51.1227229595314,284.978875478109,2.73631617346837e-05,3.87128555277983,0,1,16.4,47.8,0,0,4,3,0,0,35,76
"94",2014-04-04,NA,6,NA,NA,NA,-74.8862769045083,281.222775777181,0.00018253386951983,7.64732307195663,0,1,11.55,24.7,0,0,4,4,0,0,44,86
"95",2014-04-05,NA,7,NA,NA,NA,97.4820101751149,280.979972839355,7.94063403593744e-06,8.75661008556684,1,0,7.95,22.6,0,0,4,5,0,1,40,67
"96",2014-04-06,NA,1,NA,NA,NA,53.097933296925,278.262504577637,8.30369106811617e-12,5.12660666803519,1,0,7,20.9,0,0,4,6,0,0,42,51
"97",2014-04-07,NA,2,NA,NA,NA,-53.8753450120738,279.157413482666,0.000186148043683332,7.05133354663849,0,1,8.85,40.4,0,0,4,7,0,0,34,74
"98",2014-04-08,NA,3,NA,NA,NA,62.7534681138879,283.776039123535,9.03864037127278e-05,8.57273751497269,1,0,7.6,40.7,0,0,4,8,0,0,37,76
"99",2014-04-09,NA,4,NA,NA,NA,148.985480963934,283.431433359782,4.56547334327914e-07,6.75246218840281,1,0,10.25,42.6,0,0,4,9,0,1,43,81
"100",2014-04-10,NA,5,NA,NA,NA,35.7693304732048,284.217777252197,2.52996993877976e-10,6.8288484364748,1,0,11.9,51.4,0,0,4,10,0,0,31,78
"101",2014-04-11,NA,6,NA,NA,NA,37.5296194755034,287.868825276693,1.32517927401803e-05,7.76092938582102,1,0,11.7,48.8,0,0,4,11,0,0,32,77
"102",2014-04-12,NA,7,NA,NA,NA,60.7275836701141,288.032703399658,5.15177833069298e-06,4.68140952289104,1,0,11.25,30.4,0,0,4,12,0,0,37,77
"103",2014-04-13,NA,1,NA,NA,NA,-1.54938480632543,289.233964284261,1.60781956722496e-06,8.64710003137589,0,1,15.15,28.2,0,0,4,13,0,0,56,67
"104",2014-04-14,NA,2,NA,NA,NA,8.013120417279,291.323073069255,2.74254786821378e-06,10.8607182900111,1,0,7.7,32.8,0,0,4,14,0,0,36,95
"105",2014-04-15,NA,3,NA,NA,NA,36.0327203984083,287.103619893392,0.000543868081877008,11.0510081847509,1,0,5.25,21.4,0,0,4,15,0,0,27,81
"106",2014-04-16,NA,4,NA,NA,NA,78.6838900369158,274.412281036377,3.32405947226129e-05,8.75641918182373,1,0,6.45,23.6,0,0,4,16,0,0,32,75
"107",2014-04-17,NA,5,NA,NA,NA,-87.5773275748456,277.627750396729,6.95349799603994e-11,6.19873537619909,0,1,8.05,29.8,0,0,4,17,0,0,38,83
"108",2014-04-18,NA,6,NA,NA,NA,-56.2479690050303,277.560212453206,2.02144785355074e-08,4.42683716615041,0,1,10.3,22.8,0,0,4,18,0,0,38,75
"109",2014-04-19,NA,7,NA,NA,NA,-66.9331622622138,283.545355478923,3.16055181705563e-10,5.10820470253627,0,1,11.9,43,0,0,4,19,0,0,44,67
"110",2014-04-20,"Eastern Easter",1,4,20,2014,-110.877972659275,282.912746429443,1.79951105868289e-09,6.7516281803449,0,1,9.3,31.4,1,1,4,20,0,1,50,63
"111",2014-04-20,"Western Easter",1,4,20,2014,-110.877972659275,282.912746429443,1.79951105868289e-09,6.7516281803449,0,1,9.3,31.4,1,1,4,20,0,1,50,63
"112",2014-04-21,NA,2,NA,NA,NA,-58.6820497888302,282.95142364502,1.26829550438733e-21,3.57265077531338,0,1,7.2,32.4,0,0,4,21,0,0,35,78
"113",2014-04-22,NA,3,NA,NA,NA,32.7518140822042,286.994013468424,1.06787451261844e-05,5.53617680072784,1,0,11.85,27.3,0,0,4,22,0,0,38,80
"114",2014-04-23,NA,4,NA,NA,NA,129.933509713224,282.915693918864,1.05990564710131e-06,10.9287195007006,1,0,5.8,13.9,0,0,4,23,0,1,40,94
"115",2014-04-24,NA,5,NA,NA,NA,138.358275348219,280.822216033936,2.80515388695335e-10,7.67915926376979,1,0,6.5,52,0,0,4,24,0,1,43,72
"116",2014-04-25,NA,6,NA,NA,NA,-73.5787770380827,284.122323354085,0.000281895938243846,6.76478054126104,0,1,9.1,45.3,0,0,4,25,0,0,43,83
"117",2014-04-26,NA,7,NA,NA,NA,87.5597944032952,285.921435038249,8.56257765633472e-05,8.21842142939568,1,0,8.4,10.5,0,0,4,26,0,0,44,84
"118",2014-04-27,NA,1,NA,NA,NA,117.632734464849,283.774915059408,4.84621227592186e-08,6.91736255089442,1,0,5.7,24.9,0,0,4,27,0,1,65,70
"119",2014-04-28,NA,2,NA,NA,NA,-88.0217415148609,283.312758127848,5.39493528555942e-05,5.31338977813721,0,1,5.7,18.8,0,0,4,28,0,0,41,91
"120",2014-04-29,NA,3,NA,NA,NA,-63.8846672363192,281.392921447754,0.000148225420465072,9.6252392133077,0,1,5.2,18.3,0,0,4,29,0,0,38,70
"121",2014-04-30,NA,4,NA,NA,NA,-68.0184156943725,284.35756556193,0.000579335416356722,10.6309374968211,0,1,4.1,30.4,0,0,4,30,0,0,30,70
"122",2014-05-01,NA,5,NA,NA,NA,45.4786306999319,290.700865427653,0.000129879656014964,6.78914318482081,1,0,8.25,29.6,0,0,5,1,1,0,38,83
"123",2014-05-02,NA,6,NA,NA,NA,110.882504000434,287.075936635335,4.87276310264425e-07,6.83893861373266,1,0,7.85,28.7,0,0,5,2,0,1,40,80
"124",2014-05-03,NA,7,NA,NA,NA,0.322899324305502,287.505252838135,8.20321131792904e-06,4.38127926985423,1,0,8.75,29.5,0,0,5,3,0,0,42,60
"125",2014-05-04,NA,1,NA,NA,NA,110.184730765726,287.754099527995,6.9468132721795e-06,7.1009067495664,1,0,7.8,29.6,0,0,5,4,0,1,35,78
"126",2014-05-05,NA,2,NA,NA,NA,146.710264725278,284.426254272461,9.59526092608742e-08,6.69470086693764,1,0,4.55,11.6,0,0,5,5,0,1,44,80
"127",2014-05-06,NA,3,NA,NA,NA,84.2649567930075,286.833750406901,5.17827847260908e-06,4.22914918760459,1,0,6.75,39.6,0,0,5,6,0,0,41,84
"128",2014-05-07,NA,4,NA,NA,NA,-89.0829461204395,285.892339070638,0.000120197488666806,5.21408659219742,0,1,7.75,23.2,0,0,5,7,0,0,41,82
"129",2014-05-08,NA,5,NA,NA,NA,12.8256647470146,290.682721455892,3.46346035560903e-05,4.29580159982045,1,0,16.7,38.9,0,0,5,8,0,0,33,93
"130",2014-05-09,NA,6,NA,NA,NA,-52.2243873193015,290.606108347575,6.24512943210975e-06,5.27041057745616,0,1,17,22.2,0,0,5,9,0,0,39,96
"131",2014-05-10,NA,7,NA,NA,NA,34.6640975690164,292.977069854736,4.26349045786386e-05,6.88515943288803,1,0,10.75,31.4,0,0,5,10,0,0,42,64
"132",2014-05-11,NA,1,NA,NA,NA,103.732554288143,292.308807373047,2.70478326851585e-05,4.76424514253934,1,0,7.15,23.7,0,0,5,11,0,1,43,67
"133",2014-05-12,NA,2,NA,NA,NA,29.0165921547141,293.797712961833,3.28436349655292e-05,4.50162871181965,1,0,12.3,36,0,0,5,12,0,0,41,82
"134",2014-05-13,NA,3,NA,NA,NA,45.2223085268598,296.889382680257,1.31053967885227e-05,3.57508097340663,1,0,10.2,30.9,0,0,5,13,0,0,38,79
"135",2014-05-14,NA,4,NA,NA,NA,-68.4619515389241,288.973550160726,2.00291063568632e-05,6.02495817343394,0,1,7.9,18.6,0,0,5,14,0,0,40,93
"136",2014-05-15,NA,5,NA,NA,NA,-43.3084595526654,292.019953409831,2.1009903017936e-05,8.9021066625913,0,1,8.8,21.5,0,0,5,15,0,0,44,98
"137",2014-05-16,NA,6,NA,NA,NA,44.0279094435142,290.642667134603,0.00038621371171151,9.60447363058726,1,0,5.8,15.5,0,0,5,16,0,0,36,107
"138",2014-05-17,NA,7,NA,NA,NA,116.530963093536,285.950262705485,3.02212573780973e-07,5.82430225610733,1,0,9.15,33.4,0,0,5,17,0,1,65,96
"139",2014-05-18,NA,1,NA,NA,NA,144.828317107777,285.528677622477,1.17804006549704e-07,5.61458485325177,1,0,7,34.4,0,0,5,18,0,1,36,71
"140",2014-05-19,NA,2,NA,NA,NA,143.01011971102,287.457976023356,5.81691053172517e-08,4.89004924893379,1,0,9.4,35.6,0,0,5,19,0,1,33,83
"141",2014-05-20,NA,3,NA,NA,NA,66.0904058805872,290.39560953776,1.33129713761829e-07,3.28806798656782,1,0,11.35,36.9,0,0,5,20,0,0,41,104
"142",2014-05-21,NA,4,NA,NA,NA,-26.1233664761181,291.350457509359,4.53136923397324e-05,3.77723079919815,0,1,15.4,37.2,0,0,5,21,0,0,47,70
"143",2014-05-22,NA,5,NA,NA,NA,79.087176167359,294.010901133219,9.77394326279561e-05,5.13171635071437,1,0,13.05,25.9,0,0,5,22,0,0,52,96
"144",2014-05-23,NA,6,NA,NA,NA,135.378295639757,290.413959503174,6.17412022544765e-07,8.22340871890386,1,0,5.85,12.7,0,0,5,23,0,1,45,92
"145",2014-05-24,NA,7,NA,NA,NA,145.082704452018,288.512911478678,5.39981313825895e-06,6.74790171782176,1,0,4.35,12.1,0,0,5,24,0,1,40,72
"146",2014-05-25,NA,1,NA,NA,NA,144.028863110809,292.196755727132,2.21686799600264e-06,3.31774166226387,1,0,6.45,29.6,0,0,5,25,0,1,38,83
"147",2014-05-26,"Memorial Day",2,5,26,2014,66.1288159122686,294.901592254639,7.41249682281055e-13,4.59439403315385,1,0,11,25.7,1,1,5,26,0,0,58,60
"148",2014-05-27,NA,3,NA,NA,NA,74.1881746867405,296.189885457357,5.31190367756629e-05,6.04605263471603,1,0,12.65,22.1,0,0,5,27,0,0,49,83
"149",2014-05-28,NA,4,NA,NA,NA,99.0313009713063,295.062333424886,4.87494592865308e-05,5.17425734798114,1,0,9.7,15.9,0,0,5,28,0,1,35,78
"150",2014-05-29,NA,5,NA,NA,NA,-76.3789794092795,286.131318410238,0.00017916535337766,5.73823873202006,0,1,4.15,17.3,0,0,5,29,0,0,30,76
"151",2014-05-30,NA,6,NA,NA,NA,-40.5968667882297,288.353140513102,1.48965773405507e-05,3.02285791933537,0,1,7.45,33.3,0,0,5,30,0,0,35,83
"152",2014-05-31,NA,7,NA,NA,NA,-89.301680546989,292.253512064616,4.50252332854599e-06,5.92673486471176,0,1,5.6,13,0,0,5,31,0,0,38,77
"153",2014-06-01,NA,1,NA,NA,NA,-22.3970862316766,290.317591349284,1.3019040440731e-06,4.88890612125397,0,1,6.25,17.2,0,0,6,1,1,0,33,76
"154",2014-06-02,NA,2,NA,NA,NA,11.5016877469705,291.040069580078,6.81347194960343e-08,6.31336438655853,1,0,8.65,26.7,0,0,6,2,0,0,47,81
"155",2014-06-03,NA,3,NA,NA,NA,44.538969125851,295.202843983968,1.73387273984342e-05,5.32222877939542,1,0,12.85,32.3,0,0,6,3,0,0,38,74
"156",2014-06-04,NA,4,NA,NA,NA,113.279475031752,296.217553456624,2.0893046640348e-06,4.76389063398043,1,0,11.45,23.3,0,0,6,4,0,1,33,97
"157",2014-06-05,NA,5,NA,NA,NA,39.6502062845768,292.969233194987,0.000722772406504646,7.59963846206665,1,0,7.8,11.3,0,0,6,5,0,0,39,72
"158",2014-06-06,NA,6,NA,NA,NA,153.105940499909,291.087673187256,6.76778775243747e-08,5.64730817079544,1,0,6.3,32.3,0,0,6,6,0,1,44,84
"159",2014-06-07,NA,7,NA,NA,NA,-46.9946786153902,293.696285247803,5.58450681531486e-12,2.55901198834181,0,1,6.9,30.2,0,0,6,7,0,0,44,72
"160",2014-06-08,NA,1,NA,NA,NA,-14.0802960693193,294.794614156087,5.21083302415331e-07,5.75036120911439,0,1,11.25,28,0,0,6,8,0,0,46,77
"161",2014-06-09,NA,2,NA,NA,NA,22.2012676295885,295.159843444824,4.82491535270431e-05,4.63411508500576,1,0,13.8,25.1,0,0,6,9,0,0,42,95
"162",2014-06-10,NA,3,NA,NA,NA,50.4085321138463,296.54133605957,0.000212213179717461,3.16843988001347,1,0,13.3,23.1,0,0,6,10,0,0,38,69
